"","SEQN","INDFMMPI","INDFMMPC"
"14411",123673,1.02,1
"14412",123674,1.56,2
"14413",123675,0.2,1
"14414",123676,0,1
"14415",123677,0.28,1
"14416",123678,3.73,3
"14417",123679,0.93,1
"14418",123680,5,3
"14419",123681,0.79,1
"14420",123682,1.42,2
"14421",123683,5,3
"14422",123684,3.26,3
"14423",123685,NA,3
"14424",123686,3.22,3
"14425",123687,0.95,1
"14426",123688,4.78,3
"14427",123689,5,3
"14428",123690,0.61,1
"14429",123691,2.92,3
"14430",123692,1.46,2
"14431",123693,3.53,3
"14432",123694,3.05,3
"14433",123695,1.95,3
"14434",123696,0,1
"14435",123697,0.57,1
"14436",123698,2.99,3
"14437",123699,2.43,3
"14438",123700,0,1
"14439",123701,5,3
"14440",123702,2.73,3
"14441",123703,0.48,1
"14442",123704,1.76,2
"14443",123705,1.1,1
"14444",123706,NA,3
"14445",123707,2,3
"14446",123708,5,3
"14447",123709,NA,9
"14448",123710,1.54,2
"14449",123711,2.17,3
"14450",123712,0.48,1
"14451",123713,3.41,3
"14452",123714,4.97,3
"14453",123715,0.98,1
"14454",123716,NA,3
"14455",123717,NA,NA
"14456",123718,0.72,1
"14457",123719,0,1
"14458",123720,3.34,3
"14459",123721,1.91,3
"14460",123722,0.98,1
"14461",123723,2.25,3
"14462",123724,NA,3
"14463",123725,1.56,2
"14464",123726,1.75,2
"14465",123727,5,3
"14466",123728,4.12,3
"14467",123729,0.57,1
"14468",123730,1.84,2
"14469",123731,1.22,1
"14470",123732,2.13,3
"14471",123733,1.68,2
"14472",123734,2.81,3
"14473",123735,1.95,3
"14474",123736,0.54,1
"14475",123737,5,3
"14476",123738,3.18,3
"14477",123739,5,3
"14478",123740,5,3
"14479",123741,3.76,3
"14480",123742,2.57,3
"14481",123743,1.01,1
"14482",123744,0.89,1
"14483",123745,0.85,1
"14484",123746,NA,NA
"14485",123747,1.46,2
"14486",123748,NA,7
"14487",123749,2.25,3
"14488",123750,5,3
"14489",123751,0.96,1
"14490",123752,3.06,3
"14491",123753,1.93,3
"14492",123754,2.96,3
"14493",123755,0.73,1
"14494",123756,4.88,3
"14495",123757,5,3
"14496",123758,2.81,3
"14497",123759,0.57,1
"14498",123760,5,3
"14499",123761,2.19,3
"14500",123762,0.1,1
"14501",123763,1.11,1
"14502",123764,0.41,1
"14503",123765,2.44,3
"14504",123766,0.92,1
"14505",123767,0,1
"14506",123768,0.83,1
"14507",123769,1.55,2
"14508",123770,2.48,3
"14509",123771,2.92,3
"14510",123772,0.29,1
"14511",123773,1.45,2
"14512",123774,NA,3
"14513",123775,3.38,3
"14514",123776,NA,1
"14515",123777,5,3
"14516",123778,1.71,2
"14517",123779,5,3
"14518",123780,1.2,1
"14519",123781,2.34,3
"14520",123782,2.57,3
"14521",123783,NA,NA
"14522",123784,NA,3
"14523",123785,3.95,3
"14524",123786,NA,NA
"14525",123787,5,3
"14526",123788,0.67,1
"14527",123789,0.87,1
"14528",123790,1.91,3
"14529",123791,5,3
"14530",123792,5,3
"14531",123793,0.76,1
"14532",123794,NA,1
"14533",123795,NA,3
"14534",123796,2.82,3
"14535",123797,5,3
"14536",123798,5,3
"14537",123799,2.22,3
"14538",123800,1.11,1
"14539",123801,2.33,3
"14540",123802,0.44,1
"14541",123803,2.78,3
"14542",123804,2.68,3
"14543",123805,1.51,2
"14544",123806,NA,NA
"14545",123807,0.78,1
"14546",123808,0.75,1
"14547",123809,4.78,3
"14548",123810,NA,9
"14549",123811,NA,3
"14550",123812,0.73,1
"14551",123813,1.48,2
"14552",123814,3.26,3
"14553",123815,4.27,3
"14554",123816,1.42,2
"14555",123817,5,3
"14556",123818,2.78,3
"14557",123819,1.49,2
"14558",123820,3.26,3
"14559",123821,NA,2
"14560",123822,NA,NA
"14561",123823,0.51,1
"14562",123824,0.61,1
"14563",123825,0.52,1
"14564",123826,1.25,1
"14565",123827,1.68,2
"14566",123828,0.46,1
"14567",123829,2.8,3
"14568",123830,1.16,1
"14569",123831,5,3
"14570",123832,1.67,2
"14571",123833,1.73,2
"14572",123834,1.92,3
"14573",123835,1.11,1
"14574",123836,NA,NA
"14575",123837,1.15,1
"14576",123838,3.46,3
"14577",123839,2.03,3
"14578",123840,2.89,3
"14579",123841,3.9,3
"14580",123842,4.88,3
"14581",123843,NA,9
"14582",123844,0.61,1
"14583",123845,0.93,1
"14584",123846,0.92,1
"14585",123847,1.15,1
"14586",123848,1.73,2
"14587",123849,0,1
"14588",123850,1.99,3
"14589",123851,NA,NA
"14590",123852,5,3
"14591",123853,NA,NA
"14592",123854,NA,3
"14593",123855,0.87,1
"14594",123856,NA,3
"14595",123857,1.07,1
"14596",123858,NA,3
"14597",123859,NA,9
"14598",123860,NA,3
"14599",123861,4.18,3
"14600",123862,4.18,3
"14601",123863,1.29,1
"14602",123864,3.26,3
"14603",123865,1.84,2
"14604",123866,2.79,3
"14605",123867,1,1
"14606",123868,1.77,2
"14607",123869,NA,3
"14608",123870,1.06,1
"14609",123871,1,1
"14610",123872,NA,9
"14611",123873,5,3
"14612",123874,0.8,1
"14613",123875,3.26,3
"14614",123876,0.76,1
"14615",123877,5,3
"14616",123878,NA,3
"14617",123879,NA,2
"14618",123880,1,1
"14619",123881,NA,1
"14620",123882,1.17,1
"14621",123883,5,3
"14622",123884,1.35,2
"14623",123885,NA,NA
"14624",123886,NA,9
"14625",123887,0.79,1
"14626",123888,3.47,3
"14627",123889,0.24,1
"14628",123890,5,3
"14629",123891,NA,NA
"14630",123892,1.63,2
"14631",123893,NA,NA
"14632",123894,0.35,1
"14633",123895,1.84,2
"14634",123896,4.66,3
"14635",123897,2.44,3
"14636",123898,2.92,3
"14637",123899,1.21,1
"14638",123900,NA,1
"14639",123901,0.25,1
"14640",123902,1.06,1
"14641",123903,2.1,3
"14642",123904,0.51,1
"14643",123905,1.43,2
"14644",123906,NA,3
"14645",123907,5,3
"14646",123908,1.4,2
"14647",123909,1.67,2
"14648",123910,3.91,3
"14649",123911,1.91,3
"14650",123912,2.81,3
"14651",123913,1.97,3
"14652",123914,NA,3
"14653",123915,2.21,3
"14654",123916,5,3
"14655",123917,2.67,3
"14656",123918,4.94,3
"14657",123919,3.4,3
"14658",123920,1.46,2
"14659",123921,4.66,3
"14660",123922,NA,1
"14661",123923,3.47,3
"14662",123924,0.63,1
"14663",123925,0.97,1
"14664",123926,NA,3
"14665",123927,2.47,3
"14666",123928,5,3
"14667",123929,1.78,2
"14668",123930,NA,3
"14669",123931,1.29,1
"14670",123932,4.98,3
"14671",123933,NA,3
"14672",123934,NA,NA
"14673",123935,NA,NA
"14674",123936,1.86,3
"14675",123937,2.88,3
"14676",123938,NA,NA
"14677",123939,0.74,1
"14678",123940,NA,NA
"14679",123941,1.83,2
"14680",123942,3.82,3
"14681",123943,5,3
"14682",123944,1.15,1
"14683",123945,1.73,2
"14684",123946,5,3
"14685",123947,0.74,1
"14686",123948,NA,NA
"14687",123949,2.46,3
"14688",123950,0.59,1
"14689",123951,4.04,3
"14690",123952,1.4,2
"14691",123953,NA,1
"14692",123954,2.33,3
"14693",123955,1.78,2
"14694",123956,0.93,1
"14695",123957,5,3
"14696",123958,4.69,3
"14697",123959,1.69,2
"14698",123960,NA,3
"14699",123961,1.86,3
"14700",123962,NA,3
"14701",123963,2.78,3
"14702",123964,NA,3
"14703",123965,3.58,3
"14704",123966,1.47,2
"14705",123967,1.58,2
"14706",123968,2.19,3
"14707",123969,1.37,2
"14708",123970,NA,NA
"14709",123971,2.69,3
"14710",123972,2.36,3
"14711",123973,1.81,2
"14712",123974,1.48,2
"14713",123975,NA,2
"14714",123976,NA,9
"14715",123977,NA,9
"14716",123978,NA,2
"14717",123979,4.43,3
"14718",123980,NA,1
"14719",123981,1.07,1
"14720",123982,1.58,2
"14721",123983,NA,3
"14722",123984,NA,1
"14723",123985,1.24,1
"14724",123986,3.04,3
"14725",123987,0.68,1
"14726",123988,1.27,1
"14727",123989,1,1
"14728",123990,0.52,1
"14729",123991,5,3
"14730",123992,1.18,1
"14731",123993,3.69,3
"14732",123994,0.99,1
"14733",123995,5,3
"14734",123996,0.29,1
"14735",123997,0.67,1
"14736",123998,NA,NA
"14737",123999,3.65,3
"14738",124000,NA,3
"14739",124001,4.99,3
"14740",124002,2.6,3
"14741",124003,3.87,3
"14742",124004,NA,9
"14743",124005,4.85,3
"14744",124006,2.13,3
"14745",124007,4.11,3
"14746",124008,NA,NA
"14747",124009,1.73,2
"14748",124010,5,3
"14749",124011,5,3
"14750",124012,0.57,1
"14751",124013,1.46,2
"14752",124014,2.11,3
"14753",124015,NA,7
"14754",124016,0.28,1
"14755",124017,1.53,2
"14756",124018,3.53,3
"14757",124019,3.38,3
"14758",124020,NA,3
"14759",124021,4.89,3
"14760",124022,NA,7
"14761",124023,2.64,3
"14762",124024,NA,NA
"14763",124025,3.05,3
"14764",124026,NA,9
"14765",124027,1.58,2
"14766",124028,0.44,1
"14767",124029,5,3
"14768",124030,2.96,3
"14769",124031,5,3
"14770",124032,1.46,2
"14771",124033,4.25,3
"14772",124034,NA,3
"14773",124035,1.82,2
"14774",124036,2.8,3
"14775",124037,1.46,2
"14776",124038,2.35,3
"14777",124039,5,3
"14778",124040,2.14,3
"14779",124041,NA,3
"14780",124042,NA,9
"14781",124043,1.22,1
"14782",124044,0.49,1
"14783",124045,1.63,2
"14784",124046,NA,9
"14785",124047,5,3
"14786",124048,NA,1
"14787",124049,5,3
"14788",124050,NA,7
"14789",124051,2.31,3
"14790",124052,2.55,3
"14791",124053,NA,9
"14792",124054,2.92,3
"14793",124055,0.57,1
"14794",124056,NA,2
"14795",124057,2.14,3
"14796",124058,0.42,1
"14797",124059,3.91,3
"14798",124060,5,3
"14799",124061,NA,3
"14800",124062,5,3
"14801",124063,1.83,2
"14802",124064,0.31,1
"14803",124065,4.89,3
"14804",124066,0.98,1
"14805",124067,1.03,1
"14806",124068,NA,NA
"14807",124069,1.43,2
"14808",124070,1.63,2
"14809",124071,NA,2
"14810",124072,2.27,3
"14811",124073,NA,3
"14812",124074,0.73,1
"14813",124075,3.07,3
"14814",124076,0.99,1
"14815",124077,0.88,1
"14816",124078,2.84,3
"14817",124079,1.15,1
"14818",124080,0.56,1
"14819",124081,1.95,3
"14820",124082,0.68,1
"14821",124083,1.26,1
"14822",124084,1.82,2
"14823",124085,1.73,2
"14824",124086,3.94,3
"14825",124087,1.22,1
"14826",124088,5,3
"14827",124089,1.69,2
"14828",124090,1.01,1
"14829",124091,5,3
"14830",124092,NA,NA
"14831",124093,0.87,1
"14832",124094,NA,3
"14833",124095,NA,1
"14834",124096,0.4,1
"14835",124097,5,3
"14836",124098,1,1
"14837",124099,NA,3
"14838",124100,0.82,1
"14839",124101,4.39,3
"14840",124102,2.67,3
"14841",124103,NA,3
"14842",124104,NA,NA
"14843",124105,1.03,1
"14844",124106,1.39,2
"14845",124107,1.13,1
"14846",124108,1.01,1
"14847",124109,0.5,1
"14848",124110,2.19,3
"14849",124111,NA,NA
"14850",124112,2.4,3
"14851",124113,5,3
"14852",124114,3.96,3
"14853",124115,5,3
"14854",124116,1.67,2
"14855",124117,0.96,1
"14856",124118,5,3
"14857",124119,1.38,2
"14858",124120,1.2,1
"14859",124121,5,3
"14860",124122,2.13,3
"14861",124123,NA,NA
"14862",124124,3.47,3
"14863",124125,NA,NA
"14864",124126,0.36,1
"14865",124127,2.84,3
"14866",124128,2.13,3
"14867",124129,3.19,3
"14868",124130,2,3
"14869",124131,0,1
"14870",124132,1.27,1
"14871",124133,1.11,1
"14872",124134,0,1
"14873",124135,NA,7
"14874",124136,1.04,1
"14875",124137,2.35,3
"14876",124138,2.89,3
"14877",124139,5,3
"14878",124140,5,3
"14879",124141,0,1
"14880",124142,5,3
"14881",124143,1.03,1
"14882",124144,3.21,3
"14883",124145,1.84,2
"14884",124146,0.47,1
"14885",124147,1.06,1
"14886",124148,2.19,3
"14887",124149,NA,3
"14888",124150,1.29,1
"14889",124151,1.18,1
"14890",124152,0.5,1
"14891",124153,4.97,3
"14892",124154,0.35,1
"14893",124155,1.09,1
"14894",124156,2.49,3
"14895",124157,3.46,3
"14896",124158,NA,NA
"14897",124159,4.37,3
"14898",124160,5,3
"14899",124161,5,3
"14900",124162,1.25,1
"14901",124163,1.73,2
"14902",124164,1.76,2
"14903",124165,2.28,3
"14904",124166,2.14,3
"14905",124167,NA,3
"14906",124168,1.2,1
"14907",124169,1.92,3
"14908",124170,5,3
"14909",124171,0.42,1
"14910",124172,5,3
"14911",124173,0.34,1
"14912",124174,1.45,2
"14913",124175,4.8,3
"14914",124176,1.29,1
"14915",124177,2.91,3
"14916",124178,NA,NA
"14917",124179,4.35,3
"14918",124180,1.02,1
"14919",124181,NA,3
"14920",124182,5,3
"14921",124183,NA,1
"14922",124184,2.78,3
"14923",124185,1.46,2
"14924",124186,1.52,2
"14925",124187,0.5,1
"14926",124188,2.96,3
"14927",124189,1.15,1
"14928",124190,1.77,2
"14929",124191,0.88,1
"14930",124192,0.24,1
"14931",124193,0.5,1
"14932",124194,0.96,1
"14933",124195,1.47,2
"14934",124196,3.18,3
"14935",124197,1.08,1
"14936",124198,1.28,1
"14937",124199,2.73,3
"14938",124200,0.93,1
"14939",124201,1.22,1
"14940",124202,5,3
"14941",124203,1.75,2
"14942",124204,0.62,1
"14943",124205,NA,NA
"14944",124206,NA,NA
"14945",124207,NA,1
"14946",124208,3.2,3
"14947",124209,0,1
"14948",124210,0.82,1
"14949",124211,4.9,3
"14950",124212,5,3
"14951",124213,1.8,2
"14952",124214,1.8,2
"14953",124215,NA,3
"14954",124216,0.2,1
"14955",124217,NA,NA
"14956",124218,2.84,3
"14957",124219,NA,3
"14958",124220,0.73,1
"14959",124221,1.91,3
"14960",124222,1.59,2
"14961",124223,NA,NA
"14962",124224,1.95,3
"14963",124225,4.26,3
"14964",124226,NA,7
"14965",124227,1.05,1
"14966",124228,NA,3
"14967",124229,1.32,2
"14968",124230,0.96,1
"14969",124231,1.85,2
"14970",124232,5,3
"14971",124233,4.38,3
"14972",124234,0.61,1
"14973",124235,1.43,2
"14974",124236,0.52,1
"14975",124237,2.8,3
"14976",124238,0.67,1
"14977",124239,1.99,3
"14978",124240,2.97,3
"14979",124241,0.85,1
"14980",124242,0.66,1
"14981",124243,0.33,1
"14982",124244,1.43,2
"14983",124245,1.18,1
"14984",124246,3.47,3
"14985",124247,5,3
"14986",124248,4.77,3
"14987",124249,4.88,3
"14988",124250,1.04,1
"14989",124251,1.72,2
"14990",124252,0.35,1
"14991",124253,2.08,3
"14992",124254,5,3
"14993",124255,1.04,1
"14994",124256,5,3
"14995",124257,0.96,1
"14996",124258,1.51,2
"14997",124259,1.24,1
"14998",124260,NA,3
"14999",124261,0.2,1
"15000",124262,3.33,3
"15001",124263,0.87,1
"15002",124264,NA,NA
"15003",124265,1.82,2
"15004",124266,NA,9
"15005",124267,1.18,1
"15006",124268,1.07,1
"15007",124269,NA,NA
"15008",124270,1.07,1
"15009",124271,5,3
"15010",124272,0.52,1
"15011",124273,NA,9
"15012",124274,NA,9
"15013",124275,2.87,3
"15014",124276,0.96,1
"15015",124277,2.25,3
"15016",124278,3.06,3
"15017",124279,5,3
"15018",124280,1.43,2
"15019",124281,1.06,1
"15020",124282,1,1
"15021",124283,NA,NA
"15022",124284,3.15,3
"15023",124285,5,3
"15024",124286,0.63,1
"15025",124287,0,1
"15026",124288,NA,NA
"15027",124289,3.54,3
"15028",124290,NA,NA
"15029",124291,NA,NA
"15030",124292,0.42,1
"15031",124293,1.33,2
"15032",124294,NA,1
"15033",124295,0.71,1
"15034",124296,1.44,2
"15035",124297,0,1
"15036",124298,NA,NA
"15037",124299,0.52,1
"15038",124300,NA,NA
"15039",124301,4.62,3
"15040",124302,3.63,3
"15041",124303,NA,1
"15042",124304,3.35,3
"15043",124305,NA,9
"15044",124306,1.21,1
"15045",124307,1.17,1
"15046",124308,1.89,3
"15047",124309,5,3
"15048",124310,0.52,1
"15049",124311,1.43,2
"15050",124312,2.97,3
"15051",124313,5,3
"15052",124314,NA,3
"15053",124315,0.74,1
"15054",124316,4.62,3
"15055",124317,NA,NA
"15056",124318,3.73,3
"15057",124319,NA,2
"15058",124320,5,3
"15059",124321,2.39,3
"15060",124322,NA,2
"15061",124323,NA,3
"15062",124324,2.11,3
"15063",124325,0.35,1
"15064",124326,1.43,2
"15065",124327,2.35,3
"15066",124328,2.96,3
"15067",124329,2.48,3
"15068",124330,1.18,1
"15069",124331,0,1
"15070",124332,5,3
"15071",124333,2.49,3
"15072",124334,3.55,3
"15073",124335,NA,1
"15074",124336,4.94,3
"15075",124337,3.67,3
"15076",124338,NA,NA
"15077",124339,2.89,3
"15078",124340,3.55,3
"15079",124341,5,3
"15080",124342,2.59,3
"15081",124343,NA,NA
"15082",124344,NA,3
"15083",124345,NA,NA
"15084",124346,2.78,3
"15085",124347,3.98,3
"15086",124348,2.22,3
"15087",124349,NA,9
"15088",124350,0.87,1
"15089",124351,1.77,2
"15090",124352,0.72,1
"15091",124353,0.87,1
"15092",124354,1.44,2
"15093",124355,4.98,3
"15094",124356,2.44,3
"15095",124357,NA,1
"15096",124358,1.73,2
"15097",124359,NA,1
"15098",124360,3.21,3
"15099",124361,2.25,3
"15100",124362,NA,1
"15101",124363,1.2,1
"15102",124364,0.87,1
"15103",124365,4.49,3
"15104",124366,2.94,3
"15105",124367,2.25,3
"15106",124368,0,1
"15107",124369,0.43,1
"15108",124370,NA,3
"15109",124371,0.39,1
"15110",124372,5,3
"15111",124373,0.78,1
"15112",124374,1.73,2
"15113",124375,5,3
"15114",124376,0.69,1
"15115",124377,0.57,1
"15116",124378,0.92,1
"15117",124379,0.81,1
"15118",124380,3.04,3
"15119",124381,1.99,3
"15120",124382,0.31,1
"15121",124383,0.69,1
"15122",124384,3.94,3
"15123",124385,0.52,1
"15124",124386,1.2,1
"15125",124387,1.63,2
"15126",124388,5,3
"15127",124389,NA,NA
"15128",124390,2.1,3
"15129",124391,0.92,1
"15130",124392,2.47,3
"15131",124393,3.21,3
"15132",124394,2.73,3
"15133",124395,NA,3
"15134",124396,NA,NA
"15135",124397,5,3
"15136",124398,1.33,2
"15137",124399,2.7,3
"15138",124400,NA,NA
"15139",124401,1.72,2
"15140",124402,NA,3
"15141",124403,1.99,3
"15142",124404,2.84,3
"15143",124405,5,3
"15144",124406,NA,NA
"15145",124407,1.35,2
"15146",124408,0.61,1
"15147",124409,NA,1
"15148",124410,2.45,3
"15149",124411,2.13,3
"15150",124412,1.07,1
"15151",124413,4.7,3
"15152",124414,0.74,1
"15153",124415,2.04,3
"15154",124416,2.94,3
"15155",124417,3.46,3
"15156",124418,2.59,3
"15157",124419,NA,1
"15158",124420,2.77,3
"15159",124421,1.19,1
"15160",124422,1.01,1
"15161",124423,2.89,3
"15162",124424,2.08,3
"15163",124425,4.06,3
"15164",124426,NA,3
"15165",124427,0.75,1
"15166",124428,NA,9
"15167",124429,5,3
"15168",124430,1.63,2
"15169",124431,1.91,3
"15170",124432,1.05,1
"15171",124433,0.51,1
"15172",124434,4.97,3
"15173",124435,0,1
"15174",124436,4.26,3
"15175",124437,2.27,3
"15176",124438,3.22,3
"15177",124439,NA,NA
"15178",124440,1.17,1
"15179",124441,5,3
"15180",124442,NA,9
"15181",124443,1.32,2
"15182",124444,0.57,1
"15183",124445,NA,NA
"15184",124446,4.27,3
"15185",124447,0,1
"15186",124448,1.85,2
"15187",124449,3.41,3
"15188",124450,5,3
"15189",124451,4.77,3
"15190",124452,1.13,1
"15191",124453,3.38,3
"15192",124454,1.53,2
"15193",124455,NA,7
"15194",124456,0.71,1
"15195",124457,0.96,1
"15196",124458,1.2,1
"15197",124459,1.2,1
"15198",124460,0.72,1
"15199",124461,NA,NA
"15200",124462,2.36,3
"15201",124463,4.89,3
"15202",124464,1.49,2
"15203",124465,NA,9
"15204",124466,0.49,1
"15205",124467,0.12,1
"15206",124468,1.32,2
"15207",124469,5,3
"15208",124470,3.82,3
"15209",124471,3.38,3
"15210",124472,0.87,1
"15211",124473,0.78,1
"15212",124474,0.81,1
"15213",124475,1.67,2
"15214",124476,0.79,1
"15215",124477,1.99,3
"15216",124478,0.92,1
"15217",124479,3.9,3
"15218",124480,3.38,3
"15219",124481,NA,NA
"15220",124482,5,3
"15221",124483,3.69,3
"15222",124484,1.44,2
"15223",124485,NA,NA
"15224",124486,0.69,1
"15225",124487,1.12,1
"15226",124488,5,3
"15227",124489,1.53,2
"15228",124490,2.8,3
"15229",124491,4.1,3
"15230",124492,NA,2
"15231",124493,NA,3
"15232",124494,0.73,1
"15233",124495,1.59,2
"15234",124496,NA,NA
"15235",124497,0.87,1
"15236",124498,0,1
"15237",124499,1.91,3
"15238",124500,1.2,1
"15239",124501,5,3
"15240",124502,NA,2
"15241",124503,2.48,3
"15242",124504,0.74,1
"15243",124505,NA,NA
"15244",124506,1.77,2
"15245",124507,2.41,3
"15246",124508,NA,3
"15247",124509,1.59,2
"15248",124510,1.47,2
"15249",124511,1.22,1
"15250",124512,NA,NA
"15251",124513,NA,NA
"15252",124514,3.26,3
"15253",124515,1.56,2
"15254",124516,1.55,2
"15255",124517,1.15,1
"15256",124518,2.2,3
"15257",124519,4.14,3
"15258",124520,0.89,1
"15259",124521,0.57,1
"15260",124522,NA,1
"15261",124523,1.19,1
"15262",124524,1.67,2
"15263",124525,1.09,1
"15264",124526,5,3
"15265",124527,0,1
"15266",124528,3.34,3
"15267",124529,2.25,3
"15268",124530,0.93,1
"15269",124531,NA,NA
"15270",124532,5,3
"15271",124533,1.13,1
"15272",124534,4.78,3
"15273",124535,3.82,3
"15274",124536,2.2,3
"15275",124537,1.23,1
"15276",124538,0.29,1
"15277",124539,0.87,1
"15278",124540,1.27,1
"15279",124541,1.04,1
"15280",124542,NA,9
"15281",124543,5,3
"15282",124544,NA,NA
"15283",124545,0.21,1
"15284",124546,0.51,1
"15285",124547,4.48,3
"15286",124548,5,3
"15287",124549,1.54,2
"15288",124550,5,3
"15289",124551,NA,NA
"15290",124552,0.6,1
"15291",124553,NA,NA
"15292",124554,1.15,1
"15293",124555,4.82,3
"15294",124556,5,3
"15295",124557,1.24,1
"15296",124558,0.71,1
"15297",124559,4.11,3
"15298",124560,NA,NA
"15299",124561,2.91,3
"15300",124562,0.33,1
"15301",124563,2.56,3
"15302",124564,0.31,1
"15303",124565,0.8,1
"15304",124566,NA,NA
"15305",124567,NA,3
"15306",124568,0.99,1
"15307",124569,1.06,1
"15308",124570,0.36,1
"15309",124571,NA,3
"15310",124572,5,3
"15311",124573,0.72,1
"15312",124574,NA,9
"15313",124575,NA,NA
"15314",124576,NA,9
"15315",124577,NA,3
"15316",124578,1.4,2
"15317",124579,1.42,2
"15318",124580,4.39,3
"15319",124581,NA,3
"15320",124582,NA,3
"15321",124583,2.88,3
"15322",124584,0.4,1
"15323",124585,1.92,3
"15324",124586,0.61,1
"15325",124587,1.16,1
"15326",124588,0.61,1
"15327",124589,NA,NA
"15328",124590,2.77,3
"15329",124591,1.47,2
"15330",124592,2.55,3
"15331",124593,0.59,1
"15332",124594,2.41,3
"15333",124595,NA,NA
"15334",124596,2.79,3
"15335",124597,5,3
"15336",124598,NA,9
"15337",124599,5,3
"15338",124600,0.54,1
"15339",124601,2.48,3
"15340",124602,4.11,3
"15341",124603,2.25,3
"15342",124604,5,3
"15343",124605,1.26,1
"15344",124606,0.6,1
"15345",124607,0.72,1
"15346",124608,0.74,1
"15347",124609,NA,NA
"15348",124610,0.66,1
"15349",124611,NA,2
"15350",124612,NA,1
"15351",124613,NA,NA
"15352",124614,NA,3
"15353",124615,NA,9
"15354",124616,3.69,3
"15355",124617,2.5,3
"15356",124618,NA,NA
"15357",124619,2.76,3
"15358",124620,0.66,1
"15359",124621,5,3
"15360",124622,2.24,3
"15361",124623,3.21,3
"15362",124624,5,3
"15363",124625,1.85,2
"15364",124626,NA,3
"15365",124627,0.99,1
"15366",124628,1.43,2
"15367",124629,0.77,1
"15368",124630,1.59,2
"15369",124631,0.69,1
"15370",124632,0.98,1
"15371",124633,1.69,2
"15372",124634,1.22,1
"15373",124635,1.12,1
"15374",124636,NA,NA
"15375",124637,1.19,1
"15376",124638,4.4,3
"15377",124639,NA,9
"15378",124640,2.59,3
"15379",124641,0.59,1
"15380",124642,1.73,2
"15381",124643,0.82,1
"15382",124644,1.73,2
"15383",124645,NA,NA
"15384",124646,0.13,1
"15385",124647,2.31,3
"15386",124648,NA,3
"15387",124649,NA,3
"15388",124650,2.08,3
"15389",124651,2.4,3
"15390",124652,1.32,2
"15391",124653,0.2,1
"15392",124654,0.57,1
"15393",124655,NA,3
"15394",124656,0.8,1
"15395",124657,0.59,1
"15396",124658,1.06,1
"15397",124659,1.07,1
"15398",124660,NA,NA
"15399",124661,1.35,2
"15400",124662,NA,3
"15401",124663,2.4,3
"15402",124664,0.93,1
"15403",124665,1.99,3
"15404",124666,2.55,3
"15405",124667,5,3
"15406",124668,2.97,3
"15407",124669,1.22,1
"15408",124670,1.09,1
"15409",124671,1.76,2
"15410",124672,NA,NA
"15411",124673,NA,9
"15412",124674,NA,3
"15413",124675,NA,1
"15414",124676,5,3
"15415",124677,5,3
"15416",124678,1.03,1
"15417",124679,1.46,2
"15418",124680,4.66,3
"15419",124681,3.64,3
"15420",124682,1.13,1
"15421",124683,4.66,3
"15422",124684,2.96,3
