"","SEQN","INDFMMPI","INDFMMPC"
"13304",122566,1.41,2
"13305",122567,1.69,2
"13306",122568,0.53,1
"13307",122569,1.18,1
"13308",122570,3.09,3
"13309",122571,0.77,1
"13310",122572,0,1
"13311",122573,5,3
"13312",122574,1.48,2
"13313",122575,4.98,3
"13314",122576,NA,1
"13315",122577,0.29,1
"13316",122578,1.09,1
"13317",122579,1.21,1
"13318",122580,1.27,1
"13319",122581,5,3
"13320",122582,1.2,1
"13321",122583,1.22,1
"13322",122584,1.73,2
"13323",122585,NA,NA
"13324",122586,3.09,3
"13325",122587,1.93,3
"13326",122588,3.75,3
"13327",122589,0.89,1
"13328",122590,1.72,2
"13329",122591,NA,9
"13330",122592,2.14,3
"13331",122593,1.96,3
"13332",122594,NA,9
"13333",122595,4.62,3
"13334",122596,NA,9
"13335",122597,1.52,2
"13336",122598,3.28,3
"13337",122599,NA,NA
"13338",122600,2.11,3
"13339",122601,4.8,3
"13340",122602,2.55,3
"13341",122603,1.46,2
"13342",122604,1.17,1
"13343",122605,0,1
"13344",122606,3.35,3
"13345",122607,3.47,3
"13346",122608,0.84,1
"13347",122609,5,3
"13348",122610,2.84,3
"13349",122611,3.73,3
"13350",122612,2.78,3
"13351",122613,0.98,1
"13352",122614,3.26,3
"13353",122615,5,3
"13354",122616,2.86,3
"13355",122617,2.64,3
"13356",122618,0.76,1
"13357",122619,NA,9
"13358",122620,2.49,3
"13359",122621,5,3
"13360",122622,1.37,2
"13361",122623,0.96,1
"13362",122624,5,3
"13363",122625,1.54,2
"13364",122626,NA,7
"13365",122627,0.99,1
"13366",122628,0.82,1
"13367",122629,5,3
"13368",122630,NA,3
"13369",122631,2.78,3
"13370",122632,3.67,3
"13371",122633,0.25,1
"13372",122634,0.57,1
"13373",122635,0.88,1
"13374",122636,2.71,3
"13375",122637,0.94,1
"13376",122638,NA,1
"13377",122639,1.76,2
"13378",122640,0.63,1
"13379",122641,0.98,1
"13380",122642,NA,NA
"13381",122643,2.99,3
"13382",122644,2.4,3
"13383",122645,5,3
"13384",122646,3.34,3
"13385",122647,0.98,1
"13386",122648,1.13,1
"13387",122649,1.44,2
"13388",122650,0.83,1
"13389",122651,1.94,3
"13390",122652,5,3
"13391",122653,4.62,3
"13392",122654,4.18,3
"13393",122655,1.25,1
"13394",122656,1.07,1
"13395",122657,3.95,3
"13396",122658,5,3
"13397",122659,5,3
"13398",122660,0.49,1
"13399",122661,NA,1
"13400",122662,0.87,1
"13401",122663,3.65,3
"13402",122664,2.8,3
"13403",122665,NA,NA
"13404",122666,0.13,1
"13405",122667,NA,9
"13406",122668,0.73,1
"13407",122669,0.51,1
"13408",122670,1.78,2
"13409",122671,0.21,1
"13410",122672,4.77,3
"13411",122673,0.92,1
"13412",122674,NA,9
"13413",122675,NA,3
"13414",122676,5,3
"13415",122677,2.33,3
"13416",122678,0,1
"13417",122679,2.16,3
"13418",122680,1.31,2
"13419",122681,NA,3
"13420",122682,0.15,1
"13421",122683,1.62,2
"13422",122684,NA,NA
"13423",122685,1.78,2
"13424",122686,3.14,3
"13425",122687,1.05,1
"13426",122688,NA,NA
"13427",122689,0.48,1
"13428",122690,2.43,3
"13429",122691,NA,7
"13430",122692,0.07,1
"13431",122693,2.5,3
"13432",122694,3.47,3
"13433",122695,0.31,1
"13434",122696,2.33,3
"13435",122697,1.07,1
"13436",122698,0.92,1
"13437",122699,0.73,1
"13438",122700,5,3
"13439",122701,0.14,1
"13440",122702,1,1
"13441",122703,4.87,3
"13442",122704,4.17,3
"13443",122705,NA,9
"13444",122706,5,3
"13445",122707,1.33,2
"13446",122708,1.42,2
"13447",122709,1.13,1
"13448",122710,1.12,1
"13449",122711,4.38,3
"13450",122712,0.69,1
"13451",122713,3.57,3
"13452",122714,NA,3
"13453",122715,1.21,1
"13454",122716,0.51,1
"13455",122717,NA,3
"13456",122718,1.13,1
"13457",122719,1.21,1
"13458",122720,0.81,1
"13459",122721,1.13,1
"13460",122722,0.82,1
"13461",122723,0.59,1
"13462",122724,2.77,3
"13463",122725,1.7,2
"13464",122726,1.49,2
"13465",122727,1.69,2
"13466",122728,NA,9
"13467",122729,0.3,1
"13468",122730,0.86,1
"13469",122731,5,3
"13470",122732,1.99,3
"13471",122733,1.34,2
"13472",122734,0.67,1
"13473",122735,0.78,1
"13474",122736,0.7,1
"13475",122737,1.16,1
"13476",122738,NA,3
"13477",122739,2.58,3
"13478",122740,0.98,1
"13479",122741,4.23,3
"13480",122742,4.88,3
"13481",122743,2.7,3
"13482",122744,4.04,3
"13483",122745,0.89,1
"13484",122746,4.5,3
"13485",122747,0.74,1
"13486",122748,1.99,3
"13487",122749,2.79,3
"13488",122750,1.75,2
"13489",122751,NA,3
"13490",122752,2.25,3
"13491",122753,5,3
"13492",122754,1.88,3
"13493",122755,NA,NA
"13494",122756,0.31,1
"13495",122757,1.2,1
"13496",122758,5,3
"13497",122759,5,3
"13498",122760,4.98,3
"13499",122761,3.75,3
"13500",122762,2.17,3
"13501",122763,1.39,2
"13502",122764,2.92,3
"13503",122765,NA,NA
"13504",122766,1.98,3
"13505",122767,2.19,3
"13506",122768,NA,NA
"13507",122769,2.53,3
"13508",122770,0.9,1
"13509",122771,1.42,2
"13510",122772,0.78,1
"13511",122773,1.1,1
"13512",122774,NA,NA
"13513",122775,2.42,3
"13514",122776,NA,3
"13515",122777,5,3
"13516",122778,0.82,1
"13517",122779,1.25,1
"13518",122780,NA,NA
"13519",122781,NA,NA
"13520",122782,1.53,2
"13521",122783,1.03,1
"13522",122784,NA,3
"13523",122785,5,3
"13524",122786,3.33,3
"13525",122787,3.19,3
"13526",122788,1.09,1
"13527",122789,0.74,1
"13528",122790,5,3
"13529",122791,2.84,3
"13530",122792,2.08,3
"13531",122793,2.44,3
"13532",122794,0.69,1
"13533",122795,NA,NA
"13534",122796,2.92,3
"13535",122797,NA,NA
"13536",122798,NA,9
"13537",122799,0.95,1
"13538",122800,NA,9
"13539",122801,NA,1
"13540",122802,4.63,3
"13541",122803,NA,NA
"13542",122804,1.41,2
"13543",122805,NA,9
"13544",122806,2.94,3
"13545",122807,0.57,1
"13546",122808,NA,9
"13547",122809,NA,7
"13548",122810,5,3
"13549",122811,3.34,3
"13550",122812,5,3
"13551",122813,4.43,3
"13552",122814,5,3
"13553",122815,5,3
"13554",122816,3.14,3
"13555",122817,1.63,2
"13556",122818,0.92,1
"13557",122819,0.45,1
"13558",122820,5,3
"13559",122821,NA,9
"13560",122822,5,3
"13561",122823,3.55,3
"13562",122824,0,1
"13563",122825,2.02,3
"13564",122826,2.04,3
"13565",122827,4.06,3
"13566",122828,0,1
"13567",122829,2.86,3
"13568",122830,0,1
"13569",122831,0.84,1
"13570",122832,NA,3
"13571",122833,0.92,1
"13572",122834,0.82,1
"13573",122835,0.6,1
"13574",122836,1.46,2
"13575",122837,NA,9
"13576",122838,NA,1
"13577",122839,5,3
"13578",122840,3.82,3
"13579",122841,0.71,1
"13580",122842,0.58,1
"13581",122843,2.96,3
"13582",122844,3.3,3
"13583",122845,2.25,3
"13584",122846,0.51,1
"13585",122847,5,3
"13586",122848,1.3,1
"13587",122849,1.03,1
"13588",122850,0.14,1
"13589",122851,0.55,1
"13590",122852,5,3
"13591",122853,3.49,3
"13592",122854,2.35,3
"13593",122855,2.35,3
"13594",122856,2.78,3
"13595",122857,2.57,3
"13596",122858,1.49,2
"13597",122859,5,3
"13598",122860,0.77,1
"13599",122861,0.5,1
"13600",122862,0,1
"13601",122863,1.39,2
"13602",122864,NA,3
"13603",122865,NA,9
"13604",122866,1.73,2
"13605",122867,NA,3
"13606",122868,NA,NA
"13607",122869,0.75,1
"13608",122870,0.51,1
"13609",122871,NA,NA
"13610",122872,1.33,2
"13611",122873,4.49,3
"13612",122874,2.66,3
"13613",122875,1.03,1
"13614",122876,3.53,3
"13615",122877,NA,9
"13616",122878,0.64,1
"13617",122879,2.13,3
"13618",122880,NA,7
"13619",122881,1.42,2
"13620",122882,0.12,1
"13621",122883,0,1
"13622",122884,0.92,1
"13623",122885,4.94,3
"13624",122886,1.15,1
"13625",122887,NA,3
"13626",122888,0.2,1
"13627",122889,NA,1
"13628",122890,1.17,1
"13629",122891,1.17,1
"13630",122892,0.83,1
"13631",122893,2.53,3
"13632",122894,1.47,2
"13633",122895,1.65,2
"13634",122896,1.73,2
"13635",122897,NA,3
"13636",122898,5,3
"13637",122899,NA,NA
"13638",122900,0.55,1
"13639",122901,NA,3
"13640",122902,0.74,1
"13641",122903,5,3
"13642",122904,3.17,3
"13643",122905,1.19,1
"13644",122906,1.28,1
"13645",122907,NA,9
"13646",122908,4.43,3
"13647",122909,3.84,3
"13648",122910,1.17,1
"13649",122911,1.34,2
"13650",122912,1.22,1
"13651",122913,1.04,1
"13652",122914,1.19,1
"13653",122915,2.36,3
"13654",122916,0.62,1
"13655",122917,0.39,1
"13656",122918,1.22,1
"13657",122919,1.43,2
"13658",122920,0.41,1
"13659",122921,3.76,3
"13660",122922,5,3
"13661",122923,3.41,3
"13662",122924,1.54,2
"13663",122925,1.87,3
"13664",122926,3.28,3
"13665",122927,2.25,3
"13666",122928,1.04,1
"13667",122929,2.86,3
"13668",122930,1.95,3
"13669",122931,5,3
"13670",122932,1.31,2
"13671",122933,1.24,1
"13672",122934,2.48,3
"13673",122935,1.69,2
"13674",122936,2.11,3
"13675",122937,2.11,3
"13676",122938,1.01,1
"13677",122939,4.88,3
"13678",122940,0.73,1
"13679",122941,2.4,3
"13680",122942,NA,3
"13681",122943,NA,NA
"13682",122944,2.63,3
"13683",122945,2.8,3
"13684",122946,NA,NA
"13685",122947,0.68,1
"13686",122948,5,3
"13687",122949,2.01,3
"13688",122950,0.53,1
"13689",122951,5,3
"13690",122952,0.48,1
"13691",122953,5,3
"13692",122954,NA,NA
"13693",122955,2.7,3
"13694",122956,0.73,1
"13695",122957,1.29,1
"13696",122958,0,1
"13697",122959,2.86,3
"13698",122960,NA,NA
"13699",122961,NA,1
"13700",122962,4.06,3
"13701",122963,2.36,3
"13702",122964,0.18,1
"13703",122965,1.07,1
"13704",122966,2.29,3
"13705",122967,4.27,3
"13706",122968,5,3
"13707",122969,0.56,1
"13708",122970,NA,NA
"13709",122971,0.99,1
"13710",122972,1.85,2
"13711",122973,NA,9
"13712",122974,2.92,3
"13713",122975,NA,1
"13714",122976,0.84,1
"13715",122977,5,3
"13716",122978,0.87,1
"13717",122979,3.28,3
"13718",122980,0,1
"13719",122981,4.88,3
"13720",122982,1.76,2
"13721",122983,1.19,1
"13722",122984,5,3
"13723",122985,3.08,3
"13724",122986,0.64,1
"13725",122987,1.91,3
"13726",122988,NA,NA
"13727",122989,2.39,3
"13728",122990,5,3
"13729",122991,2.15,3
"13730",122992,1.1,1
"13731",122993,3.23,3
"13732",122994,4.06,3
"13733",122995,NA,1
"13734",122996,2.49,3
"13735",122997,0,1
"13736",122998,1.74,2
"13737",122999,0.39,1
"13738",123000,2.55,3
"13739",123001,2.2,3
"13740",123002,1.79,2
"13741",123003,NA,NA
"13742",123004,3.36,3
"13743",123005,0.89,1
"13744",123006,0.98,1
"13745",123007,NA,1
"13746",123008,NA,NA
"13747",123009,4.28,3
"13748",123010,3.46,3
"13749",123011,5,3
"13750",123012,2.02,3
"13751",123013,5,3
"13752",123014,1.22,1
"13753",123015,4.3,3
"13754",123016,NA,9
"13755",123017,2.08,3
"13756",123018,0.68,1
"13757",123019,0,1
"13758",123020,NA,3
"13759",123021,4.13,3
"13760",123022,1.43,2
"13761",123023,NA,9
"13762",123024,2.44,3
"13763",123025,1.87,3
"13764",123026,NA,1
"13765",123027,0.98,1
"13766",123028,0.5,1
"13767",123029,NA,3
"13768",123030,1.09,1
"13769",123031,NA,3
"13770",123032,1.15,1
"13771",123033,1.49,2
"13772",123034,1.53,2
"13773",123035,NA,3
"13774",123036,NA,NA
"13775",123037,0,1
"13776",123038,NA,9
"13777",123039,0.72,1
"13778",123040,0.73,1
"13779",123041,1.95,3
"13780",123042,2.19,3
"13781",123043,NA,1
"13782",123044,NA,NA
"13783",123045,0.76,1
"13784",123046,0.53,1
"13785",123047,0.51,1
"13786",123048,3.94,3
"13787",123049,NA,NA
"13788",123050,1.49,2
"13789",123051,0.84,1
"13790",123052,1.11,1
"13791",123053,0.57,1
"13792",123054,0.58,1
"13793",123055,4.38,3
"13794",123056,NA,9
"13795",123057,1.14,1
"13796",123058,NA,NA
"13797",123059,NA,9
"13798",123060,5,3
"13799",123061,0.98,1
"13800",123062,1.27,1
"13801",123063,5,3
"13802",123064,5,3
"13803",123065,0,1
"13804",123066,1.42,2
"13805",123067,NA,NA
"13806",123068,5,3
"13807",123069,4.37,3
"13808",123070,0.6,1
"13809",123071,1.34,2
"13810",123072,0.73,1
"13811",123073,0.53,1
"13812",123074,3.42,3
"13813",123075,NA,NA
"13814",123076,0.7,1
"13815",123077,5,3
"13816",123078,3.65,3
"13817",123079,2.87,3
"13818",123080,3.73,3
"13819",123081,0.85,1
"13820",123082,3.65,3
"13821",123083,3.98,3
"13822",123084,NA,3
"13823",123085,0.69,1
"13824",123086,3.18,3
"13825",123087,NA,9
"13826",123088,NA,NA
"13827",123089,5,3
"13828",123090,3.69,3
"13829",123091,5,3
"13830",123092,0.98,1
"13831",123093,1.13,1
"13832",123094,3.4,3
"13833",123095,NA,NA
"13834",123096,4.48,3
"13835",123097,1.49,2
"13836",123098,3.58,3
"13837",123099,1.46,2
"13838",123100,1.34,2
"13839",123101,2.8,3
"13840",123102,5,3
"13841",123103,0.6,1
"13842",123104,1.66,2
"13843",123105,3.94,3
"13844",123106,1.16,1
"13845",123107,NA,1
"13846",123108,NA,1
"13847",123109,1.37,2
"13848",123110,2.42,3
"13849",123111,NA,3
"13850",123112,1.95,3
"13851",123113,5,3
"13852",123114,1.45,2
"13853",123115,0.24,1
"13854",123116,NA,1
"13855",123117,0.92,1
"13856",123118,NA,1
"13857",123119,NA,7
"13858",123120,2.41,3
"13859",123121,NA,NA
"13860",123122,0.46,1
"13861",123123,0.58,1
"13862",123124,1.03,1
"13863",123125,3.55,3
"13864",123126,0.88,1
"13865",123127,1.85,2
"13866",123128,NA,7
"13867",123129,1.19,1
"13868",123130,1.63,2
"13869",123131,NA,1
"13870",123132,0.57,1
"13871",123133,1.04,1
"13872",123134,0.92,1
"13873",123135,NA,9
"13874",123136,2.33,3
"13875",123137,NA,NA
"13876",123138,1.85,2
"13877",123139,1.22,1
"13878",123140,2.25,3
"13879",123141,2.25,3
"13880",123142,0.63,1
"13881",123143,1.73,2
"13882",123144,NA,NA
"13883",123145,2.1,3
"13884",123146,NA,9
"13885",123147,2.44,3
"13886",123148,0.97,1
"13887",123149,5,3
"13888",123150,1.43,2
"13889",123151,1.31,2
"13890",123152,4.66,3
"13891",123153,0.56,1
"13892",123154,2.1,3
"13893",123155,2.41,3
"13894",123156,2.97,3
"13895",123157,0.2,1
"13896",123158,5,3
"13897",123159,1.09,1
"13898",123160,1.56,2
"13899",123161,0.32,1
"13900",123162,NA,3
"13901",123163,3.69,3
"13902",123164,3.04,3
"13903",123165,NA,NA
"13904",123166,1.18,1
"13905",123167,2.76,3
"13906",123168,4.15,3
"13907",123169,NA,NA
"13908",123170,2.19,3
"13909",123171,0.86,1
"13910",123172,1.63,2
"13911",123173,2.02,3
"13912",123174,1.42,2
"13913",123175,3.66,3
"13914",123176,2.6,3
"13915",123177,2.39,3
"13916",123178,2.58,3
"13917",123179,4.68,3
"13918",123180,1.28,1
"13919",123181,1.53,2
"13920",123182,5,3
"13921",123183,1.73,2
"13922",123184,2.44,3
"13923",123185,NA,3
"13924",123186,0.73,1
"13925",123187,NA,NA
"13926",123188,0.66,1
"13927",123189,3.64,3
"13928",123190,0.92,1
"13929",123191,NA,9
"13930",123192,NA,7
"13931",123193,1.11,1
"13932",123194,4.04,3
"13933",123195,2.04,3
"13934",123196,5,3
"13935",123197,3.13,3
"13936",123198,5,3
"13937",123199,2.84,3
"13938",123200,4.19,3
"13939",123201,NA,9
"13940",123202,0,1
"13941",123203,2.89,3
"13942",123204,2.39,3
"13943",123205,NA,3
"13944",123206,1.55,2
"13945",123207,5,3
"13946",123208,0.8,1
"13947",123209,0.77,1
"13948",123210,5,3
"13949",123211,5,3
"13950",123212,1.38,2
"13951",123213,1.42,2
"13952",123214,2.87,3
"13953",123215,NA,3
"13954",123216,4.19,3
"13955",123217,0.89,1
"13956",123218,0.71,1
"13957",123219,1.01,1
"13958",123220,NA,NA
"13959",123221,5,3
"13960",123222,1.92,3
"13961",123223,NA,NA
"13962",123224,NA,3
"13963",123225,0.69,1
"13964",123226,NA,9
"13965",123227,2.29,3
"13966",123228,NA,9
"13967",123229,1.83,2
"13968",123230,0.89,1
"13969",123231,5,3
"13970",123232,5,3
"13971",123233,5,3
"13972",123234,5,3
"13973",123235,2.26,3
"13974",123236,1.39,2
"13975",123237,5,3
"13976",123238,3.87,3
"13977",123239,0.47,1
"13978",123240,0.77,1
"13979",123241,NA,NA
"13980",123242,4.66,3
"13981",123243,5,3
"13982",123244,1.68,2
"13983",123245,5,3
"13984",123246,0.72,1
"13985",123247,NA,3
"13986",123248,5,3
"13987",123249,1.44,2
"13988",123250,1.46,2
"13989",123251,1.99,3
"13990",123252,1.96,3
"13991",123253,0.92,1
"13992",123254,NA,9
"13993",123255,5,3
"13994",123256,NA,NA
"13995",123257,2.25,3
"13996",123258,1.97,3
"13997",123259,0.73,1
"13998",123260,0.57,1
"13999",123261,NA,NA
"14000",123262,NA,3
"14001",123263,3.36,3
"14002",123264,0,1
"14003",123265,3.84,3
"14004",123266,NA,NA
"14005",123267,NA,3
"14006",123268,5,3
"14007",123269,0.41,1
"14008",123270,NA,NA
"14009",123271,2.59,3
"14010",123272,1.09,1
"14011",123273,1.88,3
"14012",123274,NA,2
"14013",123275,1.35,2
"14014",123276,3.97,3
"14015",123277,1.46,2
"14016",123278,NA,3
"14017",123279,1.39,2
"14018",123280,NA,3
"14019",123281,3.27,3
"14020",123282,1.29,1
"14021",123283,NA,1
"14022",123284,4.8,3
"14023",123285,NA,NA
"14024",123286,NA,NA
"14025",123287,1.21,1
"14026",123288,NA,NA
"14027",123289,2.5,3
"14028",123290,2.89,3
"14029",123291,0.88,1
"14030",123292,NA,NA
"14031",123293,2.02,3
"14032",123294,3.07,3
"14033",123295,4.8,3
"14034",123296,5,3
"14035",123297,1.64,2
"14036",123298,0.76,1
"14037",123299,NA,2
"14038",123300,0.34,1
"14039",123301,NA,NA
"14040",123302,0.74,1
"14041",123303,0.93,1
"14042",123304,NA,NA
"14043",123305,2.21,3
"14044",123306,2.17,3
"14045",123307,5,3
"14046",123308,0.51,1
"14047",123309,NA,9
"14048",123310,1.24,1
"14049",123311,2.92,3
"14050",123312,0.3,1
"14051",123313,0.51,1
"14052",123314,2.81,3
"14053",123315,1.79,2
"14054",123316,0.71,1
"14055",123317,NA,3
"14056",123318,0.84,1
"14057",123319,3.76,3
"14058",123320,3.06,3
"14059",123321,1.1,1
"14060",123322,NA,2
"14061",123323,1.48,2
"14062",123324,0.64,1
"14063",123325,3.96,3
"14064",123326,3.22,3
"14065",123327,1.49,2
"14066",123328,NA,3
"14067",123329,2.35,3
"14068",123330,NA,2
"14069",123331,1.27,1
"14070",123332,NA,9
"14071",123333,NA,9
"14072",123334,1.39,2
"14073",123335,NA,NA
"14074",123336,1.46,2
"14075",123337,1.69,2
"14076",123338,2.08,3
"14077",123339,5,3
"14078",123340,NA,2
"14079",123341,1.77,2
"14080",123342,1.17,1
"14081",123343,0.61,1
"14082",123344,5,3
"14083",123345,NA,NA
"14084",123346,1.79,2
"14085",123347,2.89,3
"14086",123348,1.15,1
"14087",123349,1.54,2
"14088",123350,2.8,3
"14089",123351,2.17,3
"14090",123352,NA,3
"14091",123353,5,3
"14092",123354,NA,9
"14093",123355,1.51,2
"14094",123356,1.58,2
"14095",123357,5,3
"14096",123358,1.46,2
"14097",123359,NA,NA
"14098",123360,4.43,3
"14099",123361,4.78,3
"14100",123362,1.15,1
"14101",123363,NA,NA
"14102",123364,NA,NA
"14103",123365,0.96,1
"14104",123366,5,3
"14105",123367,1.91,3
"14106",123368,0.57,1
"14107",123369,NA,1
"14108",123370,3.82,3
"14109",123371,NA,NA
"14110",123372,2.08,3
"14111",123373,1.13,1
"14112",123374,1.23,1
"14113",123375,NA,1
"14114",123376,1.14,1
"14115",123377,2.22,3
"14116",123378,NA,NA
"14117",123379,2.2,3
"14118",123380,NA,3
"14119",123381,0.35,1
"14120",123382,4.39,3
"14121",123383,1.91,3
"14122",123384,NA,NA
"14123",123385,3.55,3
"14124",123386,5,3
"14125",123387,NA,1
"14126",123388,1.42,2
"14127",123389,NA,9
"14128",123390,1.06,1
"14129",123391,4.77,3
"14130",123392,3.34,3
"14131",123393,1.99,3
"14132",123394,2.07,3
"14133",123395,1.47,2
"14134",123396,NA,3
"14135",123397,0.94,1
"14136",123398,0.4,1
"14137",123399,4.18,3
"14138",123400,NA,3
"14139",123401,1.5,2
"14140",123402,5,3
"14141",123403,3.36,3
"14142",123404,1.35,2
"14143",123405,NA,3
"14144",123406,0.56,1
"14145",123407,0,1
"14146",123408,1.39,2
"14147",123409,0.73,1
"14148",123410,3.38,3
"14149",123411,3.5,3
"14150",123412,4.16,3
"14151",123413,0.68,1
"14152",123414,NA,7
"14153",123415,1.21,1
"14154",123416,1,1
"14155",123417,0.69,1
"14156",123418,5,3
"14157",123419,2.33,3
"14158",123420,0.45,1
"14159",123421,2.35,3
"14160",123422,5,3
"14161",123423,0.56,1
"14162",123424,3.65,3
"14163",123425,0.76,1
"14164",123426,NA,NA
"14165",123427,NA,NA
"14166",123428,0.67,1
"14167",123429,3.84,3
"14168",123430,NA,1
"14169",123431,5,3
"14170",123432,5,3
"14171",123433,2.78,3
"14172",123434,5,3
"14173",123435,0.49,1
"14174",123436,1.2,1
"14175",123437,NA,1
"14176",123438,NA,3
"14177",123439,0.75,1
"14178",123440,2.25,3
"14179",123441,NA,NA
"14180",123442,2.5,3
"14181",123443,3.08,3
"14182",123444,1.67,2
"14183",123445,1,1
"14184",123446,NA,3
"14185",123447,5,3
"14186",123448,0.76,1
"14187",123449,0.72,1
"14188",123450,1.22,1
"14189",123451,5,3
"14190",123452,NA,NA
"14191",123453,NA,NA
"14192",123454,1.18,1
"14193",123455,0.88,1
"14194",123456,4.38,3
"14195",123457,0.6,1
"14196",123458,0,1
"14197",123459,NA,1
"14198",123460,1,1
"14199",123461,NA,NA
"14200",123462,0,1
"14201",123463,2.8,3
"14202",123464,2.94,3
"14203",123465,1.13,1
"14204",123466,3.84,3
"14205",123467,2.54,3
"14206",123468,0.8,1
"14207",123469,5,3
"14208",123470,4.15,3
"14209",123471,NA,NA
"14210",123472,5,3
"14211",123473,4.78,3
"14212",123474,NA,3
"14213",123475,NA,1
"14214",123476,1.69,2
"14215",123477,NA,NA
"14216",123478,3.26,3
"14217",123479,5,3
"14218",123480,1.31,2
"14219",123481,0.93,1
"14220",123482,1.46,2
"14221",123483,1.22,1
"14222",123484,1.06,1
"14223",123485,1.64,2
"14224",123486,0,1
"14225",123487,NA,1
"14226",123488,3.55,3
"14227",123489,0.83,1
"14228",123490,1.36,2
"14229",123491,3.73,3
"14230",123492,5,3
"14231",123493,2.49,3
"14232",123494,2.25,3
"14233",123495,0,1
"14234",123496,2.55,3
"14235",123497,1.37,2
"14236",123498,NA,NA
"14237",123499,0.59,1
"14238",123500,1.37,2
"14239",123501,3.21,3
"14240",123502,NA,1
"14241",123503,2.96,3
"14242",123504,3.73,3
"14243",123505,5,3
"14244",123506,0.85,1
"14245",123507,NA,NA
"14246",123508,0.75,1
"14247",123509,3.28,3
"14248",123510,1.55,2
"14249",123511,2.48,3
"14250",123512,NA,9
"14251",123513,0.36,1
"14252",123514,NA,9
"14253",123515,1.81,2
"14254",123516,1.58,2
"14255",123517,NA,NA
"14256",123518,1.76,2
"14257",123519,3.76,3
"14258",123520,0,1
"14259",123521,0.71,1
"14260",123522,2.08,3
"14261",123523,NA,NA
"14262",123524,3.33,3
"14263",123525,4.74,3
"14264",123526,4.75,3
"14265",123527,5,3
"14266",123528,NA,9
"14267",123529,5,3
"14268",123530,1.73,2
"14269",123531,1.56,2
"14270",123532,NA,1
"14271",123533,5,3
"14272",123534,NA,9
"14273",123535,3.94,3
"14274",123536,2.96,3
"14275",123537,2.55,3
"14276",123538,NA,9
"14277",123539,1.77,2
"14278",123540,0.55,1
"14279",123541,1.21,1
"14280",123542,NA,1
"14281",123543,0.2,1
"14282",123544,1.81,2
"14283",123545,NA,3
"14284",123546,0.72,1
"14285",123547,2.47,3
"14286",123548,NA,NA
"14287",123549,NA,3
"14288",123550,1.23,1
"14289",123551,0.98,1
"14290",123552,5,3
"14291",123553,NA,3
"14292",123554,NA,3
"14293",123555,NA,3
"14294",123556,1.2,1
"14295",123557,2.91,3
"14296",123558,5,3
"14297",123559,0.96,1
"14298",123560,1.05,1
"14299",123561,0.71,1
"14300",123562,2.35,3
"14301",123563,1.19,1
"14302",123564,5,3
"14303",123565,0.48,1
"14304",123566,1.39,2
"14305",123567,1.69,2
"14306",123568,3.55,3
"14307",123569,NA,3
"14308",123570,NA,3
"14309",123571,5,3
"14310",123572,1.18,1
"14311",123573,2.39,3
"14312",123574,4.8,3
"14313",123575,1.39,2
"14314",123576,2.5,3
"14315",123577,NA,NA
"14316",123578,1.44,2
"14317",123579,NA,9
"14318",123580,3.73,3
"14319",123581,0.74,1
"14320",123582,NA,2
"14321",123583,NA,9
"14322",123584,2.78,3
"14323",123585,1.55,2
"14324",123586,NA,3
"14325",123587,0.85,1
"14326",123588,0.03,1
"14327",123589,5,3
"14328",123590,3.04,3
"14329",123591,0.37,1
"14330",123592,0.84,1
"14331",123593,1.92,3
"14332",123594,2.48,3
"14333",123595,1.69,2
"14334",123596,0.31,1
"14335",123597,2.96,3
"14336",123598,NA,3
"14337",123599,NA,3
"14338",123600,1.22,1
"14339",123601,1.04,1
"14340",123602,0.73,1
"14341",123603,NA,NA
"14342",123604,1.47,2
"14343",123605,NA,9
"14344",123606,0.24,1
"14345",123607,1.19,1
"14346",123608,2.04,3
"14347",123609,0.49,1
"14348",123610,0.66,1
"14349",123611,0,1
"14350",123612,3.73,3
"14351",123613,0.63,1
"14352",123614,NA,NA
"14353",123615,0.69,1
"14354",123616,0.53,1
"14355",123617,NA,NA
"14356",123618,2.04,3
"14357",123619,1.42,2
"14358",123620,4.78,3
"14359",123621,4.11,3
"14360",123622,0.77,1
"14361",123623,5,3
"14362",123624,1.39,2
"14363",123625,0.28,1
"14364",123626,1.95,3
"14365",123627,NA,3
"14366",123628,1.8,2
"14367",123629,0.92,1
"14368",123630,NA,NA
"14369",123631,0.2,1
"14370",123632,1.99,3
"14371",123633,1.12,1
"14372",123634,1.73,2
"14373",123635,0.89,1
"14374",123636,5,3
"14375",123637,NA,NA
"14376",123638,5,3
"14377",123639,4.05,3
"14378",123640,1.43,2
"14379",123641,1.28,1
"14380",123642,3.34,3
"14381",123643,0.71,1
"14382",123644,NA,1
"14383",123645,0.25,1
"14384",123646,5,3
"14385",123647,5,3
"14386",123648,5,3
"14387",123649,NA,9
"14388",123650,2.45,3
"14389",123651,4.27,3
"14390",123652,0.82,1
"14391",123653,5,3
"14392",123654,1.63,2
"14393",123655,0.8,1
"14394",123656,4.48,3
"14395",123657,NA,9
"14396",123658,1.59,2
"14397",123659,1.18,1
"14398",123660,5,3
"14399",123661,1.24,1
"14400",123662,4.95,3
"14401",123663,0.29,1
"14402",123664,1.11,1
"14403",123665,0.33,1
"14404",123666,5,3
"14405",123667,2.5,3
"14406",123668,5,3
"14407",123669,1.34,2
"14408",123670,0.69,1
"14409",123671,NA,3
"14410",123672,0.35,1
